dataset,num_features,id_acc_orig,id_acc_pre,id_acc_wm,verify_pre_auc,verify_pre_acc,verify_pre_tpr1,verify_orig_auc,verify_orig_acc,verify_orig_tpr1,fid_wm_pre,fid_wm_orig,clip_wm_pre,clip_wm_orig,is_wm_mean
LSUN_Church,4,0.01121794871794872,0.01282051282051282,0.754985754985755,0.818434407999935,0.7503561253561255,0.2902421652421653,0.7376656718492545,0.6939102564102564,0.224002849002849,14.31715099020932,59.06701493261148,0.9366849142941316,0.7537678179949352,3.17338604927063
