dataset,num_features,id_acc_orig,id_acc_pre,id_acc_wm,verify_pre_auc,verify_pre_acc,verify_pre_tpr1,verify_orig_auc,verify_orig_acc,verify_orig_tpr1,fid_wm_pre,fid_wm_orig,clip_wm_pre,clip_wm_orig,is_wm_mean
AFHQ_Dog,30,0.010341048335568518,0.010273704849854275,0.8983748436894321,0.8924187139838057,0.8239976037456658,0.4287314102754493,0.8487028375085475,0.7891616505920002,0.3475203974819719,15.22165846137898,92.3103932250697,0.9370673729382032,0.7503380121625531,9.415483816067375
