dataset,num_features,id_acc_orig,id_acc_pre,id_acc_wm,verify_pre_auc,verify_pre_acc,verify_pre_tpr1,verify_orig_auc,verify_orig_acc,verify_orig_tpr1,fid_wm_pre,fid_wm_orig,clip_wm_pre,clip_wm_orig,is_wm_mean
CUB_Bird,1,0.010057471264367816,0.010057471264367816,0.8491379310344828,0.8036488782368874,0.7313218390804598,0.25287356321839083,0.7195612861672612,0.6716954022988506,0.11135057471264367,9.688734814204963,59.18396161129954,,,3.6573203086853026
