dataset,num_features,id_acc_orig,id_acc_pre,id_acc_wm,verify_pre_auc,verify_pre_acc,verify_pre_tpr1,verify_orig_auc,verify_orig_acc,verify_orig_tpr1,fid_wm_pre,fid_wm_orig,clip_wm_pre,clip_wm_orig,is_wm_mean
CelebA_HQ,30,0.010794049117692531,0.010328946641931142,0.9319951025861878,0.906416441794401,0.8369717818966849,0.48969313865147207,0.8715870288651689,0.8055790211797963,0.42094113717175735,18.09606998755425,76.50628337369403,0.94410129558638,0.7273846349363741,2.753100390831629
