dataset,num_features,id_acc_orig,id_acc_pre,id_acc_wm,verify_pre_auc,verify_pre_acc,verify_pre_tpr1,verify_orig_auc,verify_orig_acc,verify_orig_tpr1,fid_wm_pre,fid_wm_orig,clip_wm_pre,clip_wm_orig,is_wm_mean
LSUN_Bedroom,4,0.012998575498575497,0.01282051282051282,0.917022792022792,0.9250115791470848,0.8595975783475783,0.600071225071225,0.8873326794222449,0.8250534188034189,0.49572649572649574,16.506789841418062,65.51343109241468,0.9493070922027795,0.7936813649469375,2.9290666341781613
